1.000000e-02  7.863531e+00  7.865648e+00  
1.079801e-02  7.503355e+00  7.505455e+00  
1.165970e-02  7.159156e+00  7.161236e+00  
1.259016e-02  6.830240e+00  6.832299e+00  
1.359487e-02  6.515936e+00  6.517981e+00  
1.467975e-02  6.215623e+00  6.217648e+00  
1.585121e-02  5.928693e+00  5.930691e+00  
1.711615e-02  5.654556e+00  5.656530e+00  
1.848204e-02  5.392663e+00  5.394607e+00  
1.995693e-02  5.142474e+00  5.144390e+00  
2.154951e-02  4.903484e+00  4.905369e+00  
2.326918e-02  4.675205e+00  4.677054e+00  
2.512609e-02  4.457169e+00  4.458979e+00  
2.713117e-02  4.248922e+00  4.250696e+00  
2.929627e-02  4.050045e+00  4.051777e+00  
3.163414e-02  3.860130e+00  3.861812e+00  
3.415858e-02  3.678776e+00  3.680409e+00  
3.688447e-02  3.505615e+00  3.507191e+00  
3.982789e-02  3.340283e+00  3.341801e+00  
4.300619e-02  3.182438e+00  3.183894e+00  
4.643813e-02  3.031754e+00  3.033141e+00  
5.014394e-02  2.887914e+00  2.889227e+00  
5.414548e-02  2.750613e+00  2.751851e+00  
5.846635e-02  2.619569e+00  2.620724e+00  
6.313202e-02  2.494507e+00  2.495572e+00  
6.817002e-02  2.375158e+00  2.376128e+00  
7.361006e-02  2.261274e+00  2.262142e+00  
7.948422e-02  2.152609e+00  2.153371e+00  
8.582714e-02  2.048939e+00  2.049585e+00  
9.267624e-02  1.950033e+00  1.950562e+00  
1.000719e-01  1.855696e+00  1.856090e+00  
1.080577e-01  1.765709e+00  1.765967e+00  
1.166809e-01  1.679891e+00  1.680001e+00  
1.259921e-01  1.598038e+00  1.598004e+00  
1.360464e-01  1.520001e+00  1.519801e+00  
1.469030e-01  1.445592e+00  1.445222e+00  
1.586261e-01  1.374651e+00  1.374104e+00  
1.712846e-01  1.307029e+00  1.306294e+00  
1.849533e-01  1.242571e+00  1.241642e+00  
1.997127e-01  1.181146e+00  1.180007e+00  
2.156500e-01  1.122607e+00  1.121254e+00  
2.328591e-01  1.066834e+00  1.065252e+00  
2.514415e-01  1.013688e+00  1.011878e+00  
2.715068e-01  9.630677e-01  9.610132e-01  
2.931733e-01  9.148528e-01  9.125446e-01  
3.165689e-01  8.689354e-01  8.663637e-01  
3.418314e-01  8.252172e-01  8.223669e-01  
3.691099e-01  7.835873e-01  7.804552e-01  
3.985652e-01  7.439620e-01  7.405340e-01  
4.303711e-01  7.062400e-01  7.025128e-01  
4.647152e-01  6.703275e-01  6.663051e-01  
5.017999e-01  6.361727e-01  6.318282e-01  
5.418441e-01  6.036791e-01  5.990031e-01  
5.850838e-01  5.727691e-01  5.677543e-01  
6.317741e-01  5.433687e-01  5.380096e-01  
6.821903e-01  5.154162e-01  5.097001e-01  
7.366298e-01  4.888339e-01  4.827599e-01  
7.954136e-01  4.635628e-01  4.571258e-01  
8.588885e-01  4.395472e-01  4.327379e-01  
9.274286e-01  4.167222e-01  4.095386e-01  
1.001438e+00  3.950362e-01  3.874729e-01  
1.081354e+00  3.744393e-01  3.664883e-01  
1.167647e+00  3.548682e-01  3.465348e-01  
1.260827e+00  3.362795e-01  3.275644e-01  
1.361442e+00  3.186331e-01  3.095314e-01  
1.470087e+00  3.018757e-01  2.923921e-01  
1.587401e+00  2.859665e-01  2.761047e-01  
1.714077e+00  2.708684e-01  2.606294e-01  
1.850862e+00  2.565374e-01  2.459281e-01  
1.998563e+00  2.429385e-01  2.319645e-01  
2.158051e+00  2.300383e-01  2.187038e-01  
2.330265e+00  2.177938e-01  2.061129e-01  
2.516223e+00  2.061755e-01  1.941602e-01  
2.717020e+00  1.951567e-01  1.828155e-01  
2.933841e+00  1.847015e-01  1.720499e-01  
3.167964e+00  1.747819e-01  1.618359e-01  
3.420771e+00  1.653737e-01  1.521472e-01  
3.693752e+00  1.564471e-01  1.429587e-01  
3.988518e+00  1.479813e-01  1.342465e-01  
4.306805e+00  1.399467e-01  1.259878e-01  
4.650493e+00  1.323222e-01  1.181607e-01  
5.021607e+00  1.250854e-01  1.107445e-01  
5.422336e+00  1.182197e-01  1.037193e-01  
5.855044e+00  1.117015e-01  9.706618e-02  
6.322283e+00  1.055124e-01  9.076706e-02  
6.826808e+00  9.963727e-02  8.480474e-02  
7.371594e+00  9.405997e-02  7.916277e-02  
7.959855e+00  8.875903e-02  7.382548e-02  
8.595059e+00  8.372409e-02  6.877792e-02  
9.280954e+00  7.894003e-02  6.400585e-02  
1.002158e+01  7.439262e-02  5.949566e-02  
1.082132e+01  7.007241e-02  5.523441e-02  
1.168487e+01  6.596572e-02  5.120974e-02  
1.261733e+01  6.206095e-02  4.740987e-02  
1.362421e+01  5.835136e-02  4.382358e-02  
1.471144e+01  5.482436e-02  4.044018e-02  
1.588542e+01  5.147062e-02  3.724946e-02  
1.715310e+01  4.828366e-02  3.424172e-02  
1.852193e+01  4.525565e-02  3.140769e-02  
2.000000e+01  4.237808e-02  2.873855e-02  
