1.000000e-04	1.768194e+00	1.441754e+00	1.748284e+04	1.748123e+04
5.035075e-02	1.670898e+00	1.360516e+00	1.241949e+01	1.310522e+01
1.006015e-01	1.625182e+00	1.319704e+00	4.974102e+00	5.294630e+00
1.508523e-01	1.573353e+00	1.280092e+00	2.832430e+00	3.069351e+00
2.011030e-01	1.528400e+00	1.241645e+00	1.866624e+00	2.073028e+00
2.513538e-01	1.483616e+00	1.204330e+00	1.333284e+00	1.524193e+00
3.016045e-01	1.436449e+00	1.168113e+00	1.002075e+00	1.182823e+00
3.518553e-01	1.394350e+00	1.132961e+00	7.799106e-01	9.527889e-01
4.021060e-01	1.353526e+00	1.098844e+00	6.225240e-01	7.887280e-01
4.523568e-01	1.313613e+00	1.065732e+00	5.063849e-01	6.666821e-01
5.026075e-01	1.274658e+00	1.033594e+00	4.179281e-01	5.728862e-01
5.528583e-01	1.236788e+00	1.002402e+00	3.488313e-01	4.989123e-01
6.031090e-01	1.197508e+00	9.721284e-01	2.937314e-01	4.393286e-01
6.533598e-01	1.162023e+00	9.427462e-01	2.490316e-01	3.904910e-01
7.036106e-01	1.127618e+00	9.142292e-01	2.122385e-01	3.498663e-01
7.538613e-01	1.094185e+00	8.865521e-01	1.815749e-01	3.156429e-01
8.041121e-01	1.061637e+00	8.596901e-01	1.557432e-01	2.864962e-01
8.543628e-01	1.029961e+00	8.336193e-01	1.337769e-01	2.614336e-01
9.046136e-01	9.992074e-01	8.083165e-01	1.149425e-01	2.396989e-01
9.548643e-01	9.693669e-01	7.837592e-01	9.867458e-02	2.207083e-01
1.005115e+00	9.404233e-01	7.599255e-01	8.453133e-02	2.040032e-01
1.055366e+00	9.123587e-01	7.367941e-01	7.216294e-02	1.892186e-01
1.105617e+00	8.829479e-01	7.143444e-01	6.128937e-02	1.760612e-01
1.155867e+00	8.565322e-01	6.925564e-01	5.168416e-02	1.642928e-01
1.206118e+00	8.308992e-01	6.714106e-01	4.316243e-02	1.537182e-01
1.256369e+00	8.060124e-01	6.508883e-01	3.557196e-02	1.441763e-01
1.306620e+00	7.818245e-01	6.309711e-01	2.878650e-02	1.355323e-01
1.356870e+00	7.583158e-01	6.116412e-01	2.270052e-02	1.276736e-01
1.407121e+00	7.354736e-01	5.928814e-01	1.722527e-02	1.205048e-01
1.457372e+00	7.132990e-01	5.746749e-01	1.228564e-02	1.139450e-01
1.507623e+00	6.917830e-01	5.570056e-01	7.817723e-03	1.079249e-01
1.557873e+00	6.709089e-01	5.398576e-01	3.766825e-03	1.023853e-01
1.608124e+00	6.506597e-01	5.232156e-01	8.593126e-05	9.727504e-02
1.658375e+00	6.310184e-01	5.070647e-01	3.265567e-03	9.254963e-02
1.708626e+00	6.119677e-01	4.913906e-01	6.322894e-03	8.816946e-02
1.758876e+00	5.934864e-01	4.761792e-01	9.116728e-03	8.410105e-02
1.809127e+00	5.755522e-01	4.614169e-01	1.167389e-02	8.031522e-02
1.859378e+00	5.581449e-01	4.470906e-01	1.401791e-02	7.678517e-02
1.909629e+00	5.412456e-01	4.331874e-01	1.616952e-02	7.348785e-02
1.959879e+00	5.229453e-01	4.196950e-01	1.814699e-02	7.040274e-02
2.010130e+00	5.070066e-01	4.066011e-01	1.996655e-02	6.751142e-02
2.060381e+00	4.915291e-01	3.938942e-01	2.164259e-02	6.479771e-02
2.110632e+00	4.765002e-01	3.815629e-01	2.318794e-02	6.224703e-02
2.160882e+00	4.619075e-01	3.695961e-01	2.461406e-02	5.984610e-02
2.211133e+00	4.477390e-01	3.579831e-01	2.593121e-02	5.758316e-02
2.261384e+00	4.339832e-01	3.467136e-01	2.714858e-02	5.544761e-02
