#************************************************************************
# 
#    These are data from the COMPASS Collaboration.
#    
#    
#    
# 
#    
# 
#    C. Adolph et al, arXiv:1305.7317 [hep-ex]
# 
#************************************************************************
# 
# h+ multiplicities from COMPASS
# 
# Target: Deuteron (Li6)
# 
#
#  i          mult              stat (+/-)              syst (+/-)              Q2      x         z           Php
 969  3.479357E-01  2.523886E-02  1.739678E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.013878E-01
 970  3.111511E-01  2.379391E-02  1.555755E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.151503E-01
 971  3.770558E-01  2.600385E-02  1.885279E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.287088E-01
 972  3.542191E-01  2.637802E-02  1.771096E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.420722E-01
 973  2.827536E-01  2.292597E-02  1.413768E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.552487E-01
 974  3.001562E-01  2.323790E-02  1.500781E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.682458E-01
 975  2.766620E-01  2.354570E-02  1.383310E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.810708E-01
 976  2.623448E-01  2.384953E-02  1.311724E-02  1.480000E+00  7.000000E-03  3.250000E-01  9.937303E-01
 977  2.455203E-01  2.213707E-02  1.227601E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.006231E+00
 978  2.464957E-01  2.240870E-02  1.232479E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.018577E+00
 979  1.917244E-01  2.061553E-02  9.586221E-03  1.480000E+00  7.000000E-03  3.250000E-01  1.030776E+00
 980  2.189949E-01  2.085665E-02  1.094974E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.042833E+00
 981  2.299358E-01  2.109502E-02  1.149679E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.054751E+00
 982  1.919766E-01  1.919766E-02  9.598828E-03  1.480000E+00  7.000000E-03  3.250000E-01  1.066536E+00
 983  1.565536E-01  1.789800E-02  7.827681E-03  1.480000E+00  7.000000E-03  3.250000E-01  1.078193E+00
 984  2.005094E-01  2.179449E-02  1.002547E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.089725E+00
 985  2.048113E-01  1.982044E-02  1.024056E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.101136E+00
 986  2.002374E-01  2.002374E-02  1.001187E-02  1.480000E+00  7.000000E-03  3.250000E-01  1.112430E+00
 987  1.391029E-01  1.730360E-02  6.955147E-03  1.480000E+00  7.000000E-03  3.250000E-01  1.123610E+00
 988  1.234532E-01  1.633940E-02  6.172662E-03  1.480000E+00  7.000000E-03  3.250000E-01  1.134681E+00
 989  5.849554E-01  1.274559E-02  2.924777E-02  1.480000E+00  7.000000E-03  3.750000E-01  1.118034E-01
 990  8.412120E-01  2.013951E-02  4.206060E-02  1.480000E+00  7.000000E-03  3.750000E-01  1.936492E-01
 991  1.034500E+00  2.500000E-02  5.172500E-02  1.480000E+00  7.000000E-03  3.750000E-01  2.500000E-01
 992  1.100391E+00  2.839718E-02  5.501954E-02  1.480000E+00  7.000000E-03  3.750000E-01  2.958040E-01
 993  1.143078E+00  3.085774E-02  5.715390E-02  1.480000E+00  7.000000E-03  3.750000E-01  3.354102E-01
 994  1.117621E+00  3.188965E-02  5.588106E-02  1.480000E+00  7.000000E-03  3.750000E-01  3.708099E-01
 995  1.151290E+00  3.305526E-02  5.756452E-02  1.480000E+00  7.000000E-03  3.750000E-01  4.031129E-01
 996  1.149216E+00  3.464102E-02  5.746079E-02  1.480000E+00  7.000000E-03  3.750000E-01  4.330127E-01
 997  9.929449E-01  3.319036E-02  4.964725E-02  1.480000E+00  7.000000E-03  3.750000E-01  4.609772E-01
 998  1.036084E+00  3.411378E-02  5.180421E-02  1.480000E+00  7.000000E-03  3.750000E-01  4.873397E-01
 999  9.826826E-01  3.483963E-02  4.913413E-02  1.480000E+00  7.000000E-03  3.750000E-01  5.123475E-01
1000  9.490568E-01  3.431618E-02  4.745284E-02  1.480000E+00  7.000000E-03  3.750000E-01  5.361903E-01
1001  9.000174E-01  3.465905E-02  4.500087E-02  1.480000E+00  7.000000E-03  3.750000E-01  5.590170E-01
1002  8.319168E-01  3.369496E-02  4.159584E-02  1.480000E+00  7.000000E-03  3.750000E-01  5.809475E-01
1003  7.911328E-01  3.251231E-02  3.955664E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.020797E-01
1004  7.270741E-01  3.236974E-02  3.635371E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.224950E-01
1005  6.910735E-01  3.211308E-02  3.455368E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.422616E-01
1006  7.249359E-01  3.307189E-02  3.624679E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.614378E-01
1007  5.984647E-01  2.992324E-02  2.992324E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.800735E-01
1008  5.878945E-01  3.072133E-02  2.939473E-02  1.480000E+00  7.000000E-03  3.750000E-01  6.982120E-01
1009  5.369183E-01  2.863564E-02  2.684591E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.158911E-01
1010  5.557231E-01  2.932576E-02  2.778615E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.331439E-01
1011  5.010000E-01  2.850000E-02  2.505000E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.500000E-01
1012  4.307648E-01  2.606051E-02  2.153824E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.664855E-01
1013  4.476608E-01  2.817446E-02  2.238304E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.826238E-01
1014  4.295586E-01  2.714682E-02  2.147793E-02  1.480000E+00  7.000000E-03  3.750000E-01  7.984360E-01
1015  3.955753E-01  2.604611E-02  1.977877E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.139410E-01
1016  3.615121E-01  2.487469E-02  1.807561E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.291562E-01
1017  3.798437E-01  2.532291E-02  1.899219E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.440972E-01
1018  3.486639E-01  2.576335E-02  1.743320E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.587782E-01
1019  3.143565E-01  2.444995E-02  1.571782E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.732125E-01
1020  3.744879E-01  2.662236E-02  1.872439E-02  1.480000E+00  7.000000E-03  3.750000E-01  8.874120E-01
1021  2.650080E-01  2.163331E-02  1.325040E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.013878E-01
1022  2.891875E-01  2.379391E-02  1.445937E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.151503E-01
1023  2.656107E-01  2.228901E-02  1.328054E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.287088E-01
1024  2.166766E-01  2.072559E-02  1.083383E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.420722E-01
1025  2.636486E-01  2.292597E-02  1.318243E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.552487E-01
1026  2.323790E-01  2.130141E-02  1.161895E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.682458E-01
1027  2.217220E-01  2.158356E-02  1.108610E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.810708E-01
1028  2.305454E-01  2.186207E-02  1.152727E-02  1.480000E+00  7.000000E-03  3.750000E-01  9.937303E-01
1029  1.992337E-01  2.012461E-02  9.961683E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.006231E+00
1030  1.690839E-01  1.833439E-02  8.454193E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.018577E+00
1031  2.040937E-01  2.061553E-02  1.020469E-02  1.480000E+00  7.000000E-03  3.750000E-01  1.030776E+00
1032  1.772816E-01  1.877099E-02  8.864078E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.042833E+00
1033  1.419695E-01  1.729792E-02  7.098475E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.054751E+00
1034  1.343836E-01  1.685128E-02  6.719180E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.066536E+00
1035  1.513783E-01  1.789800E-02  7.568914E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.078193E+00
1036  1.301131E-01  1.656382E-02  6.505657E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.089725E+00
1037  1.347790E-01  1.761817E-02  6.738951E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.101136E+00
1038  1.219223E-01  1.668645E-02  6.096115E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.112430E+00
1039  8.674271E-02  1.370805E-02  4.337136E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.123610E+00
1040  1.205031E-01  1.633940E-02  6.025154E-03  1.480000E+00  7.000000E-03  3.750000E-01  1.134681E+00
1041  3.734234E-01  7.379024E-03  1.867117E-02  1.480000E+00  7.000000E-03  4.500000E-01  1.118034E-01
1042  4.965165E-01  1.084435E-02  2.482582E-02  1.480000E+00  7.000000E-03  4.500000E-01  1.936492E-01
1043  6.195000E-01  1.350000E-02  3.097500E-02  1.480000E+00  7.000000E-03  4.500000E-01  2.500000E-01
1044  6.537268E-01  1.538181E-02  3.268634E-02  1.480000E+00  7.000000E-03  4.500000E-01  2.958040E-01
1045  7.218027E-01  1.677051E-02  3.609014E-02  1.480000E+00  7.000000E-03  4.500000E-01  3.354102E-01
1046  7.171464E-01  1.779888E-02  3.585732E-02  1.480000E+00  7.000000E-03  4.500000E-01  3.708099E-01
1047  6.998040E-01  1.854319E-02  3.499020E-02  1.480000E+00  7.000000E-03  4.500000E-01  4.031129E-01
1048  7.144710E-01  1.905256E-02  3.572355E-02  1.480000E+00  7.000000E-03  4.500000E-01  4.330127E-01
1049  7.016073E-01  1.936104E-02  3.508037E-02  1.480000E+00  7.000000E-03  4.500000E-01  4.609772E-01
1050  6.608327E-01  1.949359E-02  3.304163E-02  1.480000E+00  7.000000E-03  4.500000E-01  4.873397E-01
1051  6.066195E-01  1.946921E-02  3.033097E-02  1.480000E+00  7.000000E-03  4.500000E-01  5.123475E-01
1052  5.823026E-01  1.930285E-02  2.911513E-02  1.480000E+00  7.000000E-03  4.500000E-01  5.361903E-01
1053  5.388924E-01  1.900658E-02  2.694462E-02  1.480000E+00  7.000000E-03  4.500000E-01  5.590170E-01
1054  5.426050E-01  1.975222E-02  2.713025E-02  1.480000E+00  7.000000E-03  4.500000E-01  5.809475E-01
1055  5.274218E-01  1.926655E-02  2.637109E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.020797E-01
1056  5.216508E-01  1.991984E-02  2.608254E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.224950E-01
1057  4.624284E-01  1.798333E-02  2.312142E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.422616E-01
1058  4.246431E-01  1.719738E-02  2.123215E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.614378E-01
1059  4.148449E-01  1.768191E-02  2.074224E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.800735E-01
1060  4.105487E-01  1.815351E-02  2.052743E-02  1.480000E+00  7.000000E-03  4.500000E-01  6.982120E-01
1061  3.851494E-01  1.718139E-02  1.925747E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.158911E-01
1062  3.739034E-01  1.759545E-02  1.869517E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.331439E-01
1063  3.720000E-01  1.800000E-02  1.860000E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.500000E-01
1064  3.357206E-01  1.686268E-02  1.678603E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.664855E-01
1065  3.099190E-01  1.721772E-02  1.549595E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.826238E-01
1066  2.730651E-01  1.596872E-02  1.365326E-02  1.480000E+00  7.000000E-03  4.500000E-01  7.984360E-01
1067  2.783678E-01  1.627882E-02  1.391839E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.139410E-01
1068  2.570384E-01  1.492481E-02  1.285192E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.291562E-01
1069  2.498528E-01  1.519375E-02  1.249264E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.440972E-01
1070  2.438930E-01  1.545801E-02  1.219465E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.587782E-01
1071  2.368152E-01  1.484461E-02  1.184076E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.732125E-01
1072  2.323245E-01  1.508600E-02  1.161622E-02  1.480000E+00  7.000000E-03  4.500000E-01  8.874120E-01
1073  2.298539E-01  1.496304E-02  1.149269E-02  1.480000E+00  7.000000E-03  4.500000E-01  9.013878E-01
1074  2.128640E-01  1.464240E-02  1.064320E-02  1.480000E+00  7.000000E-03  4.500000E-01  9.151503E-01
1075  1.976292E-01  1.411637E-02  9.881461E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.287088E-01
1076  1.984004E-01  1.413108E-02  9.920020E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.420722E-01
1077  1.998380E-01  1.432873E-02  9.991901E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.552487E-01
1078  1.558876E-01  1.258720E-02  7.794379E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.682458E-01
1079  1.695290E-01  1.314635E-02  8.476452E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.810708E-01
1080  1.693317E-01  1.331599E-02  8.466583E-03  1.480000E+00  7.000000E-03  4.500000E-01  9.937303E-01
1081  1.448972E-01  1.227601E-02  7.244860E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.006231E+00
1082  1.617501E-01  1.303779E-02  8.087505E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.018577E+00
1083  1.364748E-01  1.216316E-02  6.823740E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.030776E+00
1084  1.368196E-01  1.209686E-02  6.840982E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.042833E+00
1085  1.018890E-01  1.054751E-02  5.094448E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.054751E+00
1086  1.211585E-01  1.151859E-02  6.057927E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.066536E+00
1087  9.207768E-02  1.013501E-02  4.603884E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.078193E+00
1088  1.054854E-01  1.089725E-02  5.274268E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.089725E+00
1089  1.231070E-01  1.211249E-02  6.155349E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.101136E+00
1090  1.079057E-01  1.112430E-02  5.395284E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.112430E+00
1091  1.107880E-01  1.123610E-02  5.539399E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.123610E+00
1092  1.014404E-01  1.089293E-02  5.072022E-03  1.480000E+00  7.000000E-03  4.500000E-01  1.134681E+00
1093  2.077307E-01  5.590170E-03  1.038654E-02  1.480000E+00  7.000000E-03  5.500000E-01  1.118034E-01
1094  2.494201E-01  7.745967E-03  1.247101E-02  1.480000E+00  7.000000E-03  5.500000E-01  1.936492E-01
1095  3.070000E-01  1.000000E-02  1.535000E-02  1.480000E+00  7.000000E-03  5.500000E-01  2.500000E-01
1096  3.697550E-01  1.183216E-02  1.848775E-02  1.480000E+00  7.000000E-03  5.500000E-01  2.958040E-01
1097  3.971257E-01  1.274559E-02  1.985628E-02  1.480000E+00  7.000000E-03  5.500000E-01  3.354102E-01
1098  4.301395E-01  1.409078E-02  2.150698E-02  1.480000E+00  7.000000E-03  5.500000E-01  3.708099E-01
1099  4.063378E-01  1.370584E-02  2.031689E-02  1.480000E+00  7.000000E-03  5.500000E-01  4.031129E-01
1100  3.966396E-01  1.385641E-02  1.983198E-02  1.480000E+00  7.000000E-03  5.500000E-01  4.330127E-01
1101  3.715476E-01  1.475127E-02  1.857738E-02  1.480000E+00  7.000000E-03  5.500000E-01  4.609772E-01
1102  3.421125E-01  1.364551E-02  1.710562E-02  1.480000E+00  7.000000E-03  5.500000E-01  4.873397E-01
1103  3.361000E-01  1.434573E-02  1.680500E-02  1.480000E+00  7.000000E-03  5.500000E-01  5.123475E-01
1104  3.345827E-01  1.501333E-02  1.672914E-02  1.480000E+00  7.000000E-03  5.500000E-01  5.361903E-01
1105  3.130495E-01  1.453444E-02  1.565248E-02  1.480000E+00  7.000000E-03  5.500000E-01  5.590170E-01
1106  3.311401E-01  1.510464E-02  1.655700E-02  1.480000E+00  7.000000E-03  5.500000E-01  5.809475E-01
1107  2.805692E-01  1.444991E-02  1.402846E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.020797E-01
1108  2.701628E-01  1.369489E-02  1.350814E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.224950E-01
1109  2.877332E-01  1.541428E-02  1.438666E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.422616E-01
1110  2.791268E-01  1.455163E-02  1.395634E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.614378E-01
1111  2.502671E-01  1.360147E-02  1.251335E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.800735E-01
1112  2.415814E-01  1.396424E-02  1.207907E-02  1.480000E+00  7.000000E-03  5.500000E-01  6.982120E-01
1113  2.419712E-01  1.431782E-02  1.209856E-02  1.480000E+00  7.000000E-03  5.500000E-01  7.158911E-01
1114  2.346061E-01  1.466288E-02  1.173030E-02  1.480000E+00  7.000000E-03  5.500000E-01  7.331439E-01
1115  2.310000E-01  1.350000E-02  1.155000E-02  1.480000E+00  7.000000E-03  5.500000E-01  7.500000E-01
1116  2.146159E-01  1.379674E-02  1.073080E-02  1.480000E+00  7.000000E-03  5.500000E-01  7.664855E-01
1117  1.820383E-01  1.252198E-02  9.101915E-03  1.480000E+00  7.000000E-03  5.500000E-01  7.826238E-01
1118  1.957765E-01  1.341372E-02  9.788825E-03  1.480000E+00  7.000000E-03  5.500000E-01  7.984360E-01
1119  2.067410E-01  1.465094E-02  1.033705E-02  1.480000E+00  7.000000E-03  5.500000E-01  8.139410E-01
1120  1.679870E-01  1.243734E-02  8.399352E-03  1.480000E+00  7.000000E-03  5.500000E-01  8.291562E-01
1121  1.451847E-01  1.181736E-02  7.259235E-03  1.480000E+00  7.000000E-03  5.500000E-01  8.440972E-01
1122  1.679770E-01  1.270992E-02  8.398851E-03  1.480000E+00  7.000000E-03  5.500000E-01  8.587782E-01
1123  1.795325E-01  1.344747E-02  8.976624E-03  1.480000E+00  7.000000E-03  5.500000E-01  8.732125E-01
1124  1.790797E-01  1.313370E-02  8.953987E-03  1.480000E+00  7.000000E-03  5.500000E-01  8.874120E-01
1125  1.305210E-01  1.135749E-02  6.526048E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.013878E-01
1126  1.422144E-01  1.189695E-02  7.110718E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.151503E-01
1127  1.348485E-01  1.188747E-02  6.742426E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.287088E-01
1128  1.220926E-01  1.130487E-02  6.104628E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.420722E-01
1129  9.686221E-02  1.012564E-02  4.843111E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.552487E-01
1130  1.086372E-01  1.084435E-02  5.431859E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.682458E-01
1131  1.183171E-01  1.118421E-02  5.915857E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.810708E-01
1132  1.234213E-01  1.172602E-02  6.171065E-03  1.480000E+00  7.000000E-03  5.500000E-01  9.937303E-01
1133  8.371839E-02  9.458568E-03  4.185919E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.006231E+00
1134  1.055246E-01  1.079692E-02  5.276231E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.018577E+00
1135  7.710208E-02  9.276988E-03  3.855104E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.030776E+00
1136  9.948624E-02  1.063689E-02  4.974312E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.042833E+00
1137  8.648959E-02  9.703711E-03  4.324480E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.054751E+00
1138  7.721724E-02  9.172213E-03  3.860862E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.066536E+00
1139  7.159201E-02  9.056821E-03  3.579601E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.078193E+00
1140  6.625526E-02  8.717798E-03  3.312763E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.089725E+00
1141  5.968156E-02  8.148405E-03  2.984078E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.101136E+00
1142  5.829132E-02  8.231980E-03  2.914566E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.112430E+00
1143  6.449523E-02  8.764160E-03  3.224761E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.123610E+00
1144  7.556973E-02  9.531317E-03  3.778486E-03  1.480000E+00  7.000000E-03  5.500000E-01  1.134681E+00
1145  1.301392E-01  4.472136E-03  6.506958E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.118034E-01
1146  1.421385E-01  5.809475E-03  7.106924E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.936492E-01
1147  1.855000E-01  7.500000E-03  9.275000E-03  1.480000E+00  7.000000E-03  6.500000E-01  2.500000E-01
1148  2.354600E-01  9.465728E-03  1.177300E-02  1.480000E+00  7.000000E-03  6.500000E-01  2.958040E-01
1149  2.549117E-01  1.006231E-02  1.274559E-02  1.480000E+00  7.000000E-03  6.500000E-01  3.354102E-01
1150  2.499259E-01  1.038268E-02  1.249629E-02  1.480000E+00  7.000000E-03  6.500000E-01  3.708099E-01
1151  2.539611E-01  1.128716E-02  1.269806E-02  1.480000E+00  7.000000E-03  6.500000E-01  4.031129E-01
1152  2.537454E-01  1.125833E-02  1.268727E-02  1.480000E+00  7.000000E-03  6.500000E-01  4.330127E-01
1153  2.304886E-01  1.106345E-02  1.152443E-02  1.480000E+00  7.000000E-03  6.500000E-01  4.609772E-01
1154  2.027333E-01  1.072147E-02  1.013667E-02  1.480000E+00  7.000000E-03  6.500000E-01  4.873397E-01
1155  1.793216E-01  1.024695E-02  8.966082E-03  1.480000E+00  7.000000E-03  6.500000E-01  5.123475E-01
1156  2.058971E-01  1.179619E-02  1.029485E-02  1.480000E+00  7.000000E-03  6.500000E-01  5.361903E-01
1157  1.978920E-01  1.118034E-02  9.894601E-03  1.480000E+00  7.000000E-03  6.500000E-01  5.590170E-01
1158  1.859032E-01  1.161895E-02  9.295160E-03  1.480000E+00  7.000000E-03  6.500000E-01  5.809475E-01
1159  1.818281E-01  1.083744E-02  9.091404E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.020797E-01
1160  1.500213E-01  1.058241E-02  7.501065E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.224950E-01
1161  1.579964E-01  1.156071E-02  7.899818E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.422616E-01
1162  1.680052E-01  1.190588E-02  8.400260E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.614378E-01
1163  1.607694E-01  1.142524E-02  8.038469E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.800735E-01
1164  1.536066E-01  1.131103E-02  7.680332E-03  1.480000E+00  7.000000E-03  6.500000E-01  6.982120E-01
1165  1.436077E-01  1.102472E-02  7.180387E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.158911E-01
1166  1.351917E-01  1.070390E-02  6.759587E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.331439E-01
1167  1.279500E-01  1.050000E-02  6.397500E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.500000E-01
1168  1.318355E-01  1.073080E-02  6.591775E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.664855E-01
1169  1.444724E-01  1.142631E-02  7.223618E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.826238E-01
1170  1.055532E-01  9.740919E-03  5.277662E-03  1.480000E+00  7.000000E-03  6.500000E-01  7.984360E-01
1171  1.235562E-01  1.074402E-02  6.177812E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.139410E-01
1172  1.058003E-01  1.028154E-02  5.290017E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.291562E-01
1173  9.740881E-02  9.622708E-03  4.870441E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.440972E-01
1174  1.056297E-01  1.013358E-02  5.281486E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.587782E-01
1175  1.061826E-01  1.012926E-02  5.309132E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.732125E-01
1176  8.164190E-02  8.874120E-03  4.082095E-03  1.480000E+00  7.000000E-03  6.500000E-01  8.874120E-01
1177  7.535602E-02  8.833601E-03  3.767801E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.013878E-01
1178  7.156475E-02  8.602412E-03  3.578238E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.151503E-01
1179  8.525547E-02  9.287088E-03  4.262773E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.287088E-01
1180  6.820603E-02  8.290235E-03  3.410301E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.420722E-01
1181  7.527359E-02  8.979337E-03  3.763680E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.552487E-01
1182  7.087560E-02  8.714213E-03  3.543780E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.682458E-01
1183  8.103645E-02  9.222066E-03  4.051823E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.810708E-01
1184  8.108840E-02  9.341065E-03  4.054420E-03  1.480000E+00  7.000000E-03  6.500000E-01  9.937303E-01
1185  7.969346E-02  9.257321E-03  3.984673E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.006231E+00
1186  6.478153E-02  8.352335E-03  3.239076E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.018577E+00
1187  5.153882E-02  7.627745E-03  2.576941E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.030776E+00
1188  6.465563E-02  8.551228E-03  3.232781E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.042833E+00
1189  5.885511E-02  8.438009E-03  2.942756E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.054751E+00
1190  4.522115E-02  7.252448E-03  2.261057E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.066536E+00
1191  5.045943E-02  7.762989E-03  2.522971E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.078193E+00
1192  4.598638E-02  7.192183E-03  2.299319E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.089725E+00
1193  4.867020E-02  7.707950E-03  2.433510E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.101136E+00
1194  5.517652E-02  8.231980E-03  2.758826E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.112430E+00
1195  4.988830E-02  7.865272E-03  2.494415E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.123610E+00
1196  5.310305E-02  8.396636E-03  2.655153E-03  1.480000E+00  7.000000E-03  6.500000E-01  1.134681E+00
1197  1.021883E-01  3.801316E-03  5.109415E-03  1.480000E+00  7.000000E-03  7.500000E-01  1.118034E-01
1198  1.231609E-01  5.422177E-03  6.158044E-03  1.480000E+00  7.000000E-03  7.500000E-01  1.936492E-01
1199  1.365000E-01  6.500000E-03  6.825000E-03  1.480000E+00  7.000000E-03  7.500000E-01  2.500000E-01
1200  1.579593E-01  7.690904E-03  7.897967E-03  1.480000E+00  7.000000E-03  7.500000E-01  2.958040E-01
1201  1.744133E-01  8.720665E-03  8.720665E-03  1.480000E+00  7.000000E-03  7.500000E-01  3.354102E-01
1202  1.705726E-01  8.899438E-03  8.528628E-03  1.480000E+00  7.000000E-03  7.500000E-01  3.708099E-01
