#************************************************************************
# 
#    These are data from the COMPASS Collaboration.
#    
#    
#    
# 
#    
# 
#    C. Adolph et al, arXiv:1305.7317 [hep-ex]
# 
#************************************************************************
# 
# h- multiplicities from COMPASS
# 
# Target: Deuteron (Li6)
# 
#
#  i          mult              stat (+/-)              syst (+/-)              Q2      x         z           Php
 205  1.305947E-01  1.695749E-02  6.529735E-03  1.110000E+00  5.200000E-03  3.750000E-01  1.101136E+00
 206  1.145803E-01  1.535153E-02  5.729013E-03  1.110000E+00  5.200000E-03  3.750000E-01  1.112430E+00
 207  1.319118E-01  1.685415E-02  6.595592E-03  1.110000E+00  5.200000E-03  3.750000E-01  1.123610E+00
 208  1.243610E-01  1.656634E-02  6.218050E-03  1.110000E+00  5.200000E-03  3.750000E-01  1.134681E+00
 209  4.485552E-01  7.826238E-03  2.242776E-02  1.110000E+00  5.200000E-03  4.500000E-01  1.118034E-01
 210  5.631318E-01  1.123165E-02  2.815659E-02  1.110000E+00  5.200000E-03  4.500000E-01  1.936492E-01
 211  6.480000E-01  1.350000E-02  3.240000E-02  1.110000E+00  5.200000E-03  4.500000E-01  2.500000E-01
 212  7.247198E-01  1.597342E-02  3.623599E-02  1.110000E+00  5.200000E-03  4.500000E-01  2.958040E-01
 213  7.768100E-01  1.744133E-02  3.884050E-02  1.110000E+00  5.200000E-03  4.500000E-01  3.354102E-01
 214  7.698014E-01  1.854050E-02  3.849007E-02  1.110000E+00  5.200000E-03  4.500000E-01  3.708099E-01
 215  7.304406E-01  1.854319E-02  3.652203E-02  1.110000E+00  5.200000E-03  4.500000E-01  4.031129E-01
 216  6.962844E-01  1.905256E-02  3.481422E-02  1.110000E+00  5.200000E-03  4.500000E-01  4.330127E-01
 217  6.656511E-01  1.843909E-02  3.328256E-02  1.110000E+00  5.200000E-03  4.500000E-01  4.609772E-01
 218  6.462125E-01  1.851891E-02  3.231062E-02  1.110000E+00  5.200000E-03  4.500000E-01  4.873397E-01
 219  5.881750E-01  1.844451E-02  2.940875E-02  1.110000E+00  5.200000E-03  4.500000E-01  5.123475E-01
 220  5.908817E-01  1.930285E-02  2.954408E-02  1.110000E+00  5.200000E-03  4.500000E-01  5.361903E-01
 221  5.198858E-01  1.788854E-02  2.599429E-02  1.110000E+00  5.200000E-03  4.500000E-01  5.590170E-01
 222  5.344717E-01  1.859032E-02  2.672359E-02  1.110000E+00  5.200000E-03  4.500000E-01  5.809475E-01
 223  4.816638E-01  1.806239E-02  2.408319E-02  1.110000E+00  5.200000E-03  4.500000E-01  6.020797E-01
