*reference: ARXIV:2017.07374 : 2017 \
*reference: CERN-EP-2017-253  \
*doi: \
*status: \
*experiment: CERN-NA-058 \
*detector: COMPASS \
*inspireId: \
*cdsId:  \
*durhamId: \
*title: Transverse-momentum-dependent Multiplicities of Charged Hadrons in Muon-Deuteron Deep Inelastic Scattering \
*comment:Multiplicities of charged unidentified hadrons produced in semi-inclusive deep-inelastic scattering were measured in bins of the Bjorken scaling variable $x$, the photon virtuality, the relative hadron energy $z$ and the hadron transverse momentum $P_\{hT\}$. Data were collected by the COMPASS Collaboration using a $160$ GeV muon beam and an isoscalar target ($^\{6\}$LiD). The following kinematic domain is covered by the data: photon virtuality $Q^\{2\}$ $>$ $1$ (GeV/$c$)$^\{2\}$, invariant mass of the hadronic system $W$ $>$ $5$ GeV/$c^\{2\}$, Bjorken scaling variable in the range $0.003 < x <0.4$, fraction of the virtual photon energy carried by the hadron in the range $0.2 < z < 0.8$, square of the hadron transverse momentum with respect to the virtual photon direction in the range $0.02$ (GeV/$c$)$^2$ $< P_\{hT\}^\{2\}$ $<$ $3$ (GeV/$c$)$^\{2\}$. \
*dataset: \
*reackey: $mu^\{+\}$ d --> $mu'^\{+\}$ $h^\{+\}$ X \
*obskey: MULT \
*qual: PLAB IN GEV : 160.0 \
*qual: RE : $mu^\{+\}$ d --> $mu'^\{+\}$ h$^\{+\}$ X \


#  i      mult       stat (+/-)    syst (+/-)        Q2            x             z            Php
  79  7.790129e-02  1.125570e-02  1.332912e-02  8.300000e+00  4.550000e-02  2.439000e-01  1.481013e+00
  80  5.357994e-02  8.194580e-03  9.770460e-03  8.300000e+00  4.550000e-02  2.439000e-01  1.575881e+00
  81  5.910247e-02  9.738475e-03  1.141752e-02  8.300000e+00  4.550000e-02  2.439000e-01  1.679047e+00
  82  3.721563e+00  7.502105e-02  3.567038e-01  9.300000e+00  7.710000e-02  2.439000e-01  3.931921e-01
  83  3.570259e+00  8.330975e-02  3.491482e-01  9.300000e+00  7.710000e-02  2.439000e-01  4.276681e-01
  84  3.326689e+00  7.077277e-02  3.320238e-01  9.300000e+00  7.710000e-02  2.439000e-01  4.607602e-01
  85  3.105613e+00  6.794558e-02  3.193442e-01  9.300000e+00  7.710000e-02  2.439000e-01  4.995998e-01
  86  2.844297e+00  7.810135e-02  3.014157e-01  9.300000e+00  7.710000e-02  2.439000e-01  5.334791e-01
  87  2.565190e+00  5.832307e-02  2.778320e-01  9.300000e+00  7.710000e-02  2.439000e-01  5.695612e-01
  88  2.244597e+00  5.552181e-02  2.508265e-01  9.300000e+00  7.710000e-02  2.439000e-01  6.114736e-01
  89  1.944281e+00  4.964177e-02  2.251562e-01  9.300000e+00  7.710000e-02  2.439000e-01  6.549046e-01
  90  1.604768e+00  4.630216e-02  1.933220e-01  9.300000e+00  7.710000e-02  2.439000e-01  6.994283e-01
  91  1.288924e+00  3.707413e-02  1.626478e-01  9.300000e+00  7.710000e-02  2.439000e-01  7.474624e-01
  92  1.106235e+00  3.564374e-02  1.468906e-01  9.300000e+00  7.710000e-02  2.439000e-01  7.991871e-01
  93  8.764976e-01  3.169085e-02  1.216793e-01  9.300000e+00  7.710000e-02  2.439000e-01  8.473488e-01
  94  6.512424e-01  2.399314e-02  9.543137e-02  9.300000e+00  7.710000e-02  2.439000e-01  9.019978e-01
  95  5.284759e-01  2.068285e-02  8.137833e-02  9.300000e+00  7.710000e-02  2.439000e-01  9.664885e-01
  96  3.842875e-01  1.912185e-02  6.353389e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.028056e+00
  97  3.053547e-01  1.736203e-02  5.360526e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.085127e+00
  98  2.328499e-01  1.348198e-02  4.341656e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.142541e+00
  99  1.967597e-01  1.300492e-02  3.925560e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.204159e+00
 100  1.439514e-01  1.062558e-02  3.035881e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.264951e+00
 101  1.169307e-01  9.810514e-03  2.624975e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.325745e+00
 102  8.491129e-02  7.541463e-03  2.038988e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.396567e+00
 103  6.692959e-02  5.922972e-03  1.747277e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.480743e+00
 104  4.669676e-02  5.363817e-03  1.325178e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.577593e+00
 105  3.426289e-02  4.030928e-03  1.074914e-02  9.300000e+00  7.710000e-02  2.439000e-01  1.679554e+00
 106  4.214906e+00  6.676645e-02  3.718235e-01  9.800000e+00  1.488000e-01  2.446000e-01  3.315117e-01
 107  4.255456e+00  7.061442e-02  3.790121e-01  9.800000e+00  1.488000e-01  2.446000e-01  3.602777e-01
 108  4.111523e+00  5.907655e-02  3.750692e-01  9.800000e+00  1.488000e-01  2.446000e-01  3.933192e-01
