   1  4.065127e+00  1.875600e-01  3.955060e-01  2.000000e+01  1.570000e-01  2.500000e-01  3.000000e-01
   2  4.272509e+00  2.079524e-01  4.318061e-01  2.000000e+01  1.570000e-01  2.500000e-01  3.316625e-01
   3  3.668329e+00  1.954930e-01  3.899374e-01  2.000000e+01  1.570000e-01  2.500000e-01  3.605551e-01
   4  3.845772e+00  1.795200e-01  4.170177e-01  2.000000e+01  1.570000e-01  2.500000e-01  4.000000e-01
   5  3.069672e+00  1.930402e-01  3.901062e-01  2.000000e+01  1.570000e-01  2.500000e-01  4.242641e-01
   6  4.400722e+00  1.760626e-01  4.075610e-01  2.000000e+01  1.570000e-01  2.500000e-01  4.582576e-01
   7  2.830246e+00  1.547000e-01  3.592083e-01  2.000000e+01  1.570000e-01  2.500000e-01  5.000000e-01
   8  2.516537e+00  1.791106e-01  3.437093e-01  2.000000e+01  1.570000e-01  2.500000e-01  5.385165e-01
   9  2.756331e+00  1.344069e-01  3.049551e-01  2.000000e+01  1.570000e-01  2.500000e-01  5.656854e-01
  10  2.679636e+00  1.427678e-01  3.083694e-01  2.000000e+01  1.570000e-01  2.500000e-01  6.164414e-01
  11  2.369240e+00  1.189519e-01  2.518911e-01  2.000000e+01  1.570000e-01  2.500000e-01  6.557439e-01
  12  1.674888e+00  1.050000e-01  2.178671e-01  2.000000e+01  1.570000e-01  2.500000e-01  7.000000e-01
  13  1.335884e+00  8.965011e-02  1.738593e-01  2.000000e+01  1.570000e-01  2.500000e-01  7.483315e-01
  14  1.332001e+00  7.936000e-02  1.517445e-01  2.000000e+01  1.570000e-01  2.500000e-01  8.000000e-01
  15  9.220408e-01  7.823429e-02  1.381620e-01  2.000000e+01  1.570000e-01  2.500000e-01  8.485281e-01
  16  7.837022e-01  6.354000e-02  1.170786e-01  2.000000e+01  1.570000e-01  2.500000e-01  9.000000e-01
  17  4.531134e-01  4.983415e-02  9.042040e-02  2.000000e+01  1.570000e-01  2.500000e-01  9.695360e-01
  18  3.266531e-01  4.591851e-02  7.334805e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.029563e+00
  19  2.526137e-01  3.693345e-02  5.348312e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.086278e+00
  20  3.574065e-01  3.204746e-02  4.682711e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.144552e+00
  21  1.168965e-01  2.721400e-02  3.427230e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.204159e+00
  22  1.301480e-01  2.757506e-02  3.788611e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.264911e+00
  23  7.962304e-02  1.702929e-02  2.335355e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.330413e+00
  24  9.230215e-02  1.954994e-02  2.542573e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.396424e+00
  25  5.396584e-03  1.512904e-02  2.072326e-02  2.000000e+01  1.570000e-01  2.500000e-01  1.483240e+00
  26  4.284407e-02  8.854377e-03  9.981982e-03  2.000000e+01  1.570000e-01  2.500000e-01  1.581139e+00
  27  1.197070e-02  7.401946e-03  7.912646e-03  2.000000e+01  1.570000e-01  2.500000e-01  1.682260e+00
  28  4.200887e+00  1.690800e-01  3.868182e-01  2.210000e+01  2.909000e-01  2.500000e-01  3.000000e-01
  29  4.384233e+00  1.777048e-01  3.975881e-01  2.210000e+01  2.909000e-01  2.500000e-01  3.316625e-01
  30  5.117935e+00  1.962141e-01  4.311590e-01  2.210000e+01  2.909000e-01  2.500000e-01  3.605551e-01
  31  3.761212e+00  1.642400e-01  4.116128e-01  2.210000e+01  2.909000e-01  2.500000e-01  4.000000e-01
  32  4.093646e+00  1.775969e-01  4.158233e-01  2.210000e+01  2.909000e-01  2.500000e-01  4.242641e-01
  33  3.877499e+00  1.599319e-01  3.965973e-01  2.210000e+01  2.909000e-01  2.500000e-01  4.582576e-01
  34  2.936673e+00  1.445000e-01  3.823740e-01  2.210000e+01  2.909000e-01  2.500000e-01  5.000000e-01
  35  3.482161e+00  1.653246e-01  3.438196e-01  2.210000e+01  2.909000e-01  2.500000e-01  5.385165e-01
  36  2.663137e+00  1.241114e-01  3.064855e-01  2.210000e+01  2.909000e-01  2.500000e-01  5.656854e-01
  37  2.852438e+00  1.136718e-01  2.745989e-01  2.210000e+01  2.909000e-01  2.500000e-01  6.164414e-01
  38  1.646673e+00  9.888617e-02  2.333955e-01  2.210000e+01  2.909000e-01  2.500000e-01  6.557439e-01
  39  1.227959e+00  9.310000e-02  2.107670e-01  2.210000e+01  2.909000e-01  2.500000e-01  7.000000e-01
  40  1.182687e+00  7.558148e-02  1.709062e-01  2.210000e+01  2.909000e-01  2.500000e-01  7.483315e-01
  41  8.147171e-01  7.280000e-02  1.539803e-01  2.210000e+01  2.909000e-01  2.500000e-01  8.000000e-01
  42  7.885536e-01  7.025813e-02  1.313134e-01  2.210000e+01  2.909000e-01  2.500000e-01  8.485281e-01
  43  5.823348e-01  4.554000e-02  9.449849e-02  2.210000e+01  2.909000e-01  2.500000e-01  9.000000e-01
  44  3.569960e-01  3.897535e-02  7.416851e-02  2.210000e+01  2.909000e-01  2.500000e-01  9.695360e-01
  45  2.294506e-01  3.624062e-02  5.821479e-02  2.210000e+01  2.909000e-01  2.500000e-01  1.029563e+00
  46  1.621592e-01  3.280560e-02  4.670235e-02  2.210000e+01  2.909000e-01  2.500000e-01  1.086278e+00
  47  1.293899e-01  2.289105e-02  3.481247e-02  2.210000e+01  2.909000e-01  2.500000e-01  1.144552e+00
  48  8.144643e-02  1.709906e-02  2.118935e-02  2.210000e+01  2.909000e-01  2.500000e-01  1.204159e+00
  49  5.186345e-02  1.441999e-02  1.652189e-02  2.210000e+01  2.909000e-01  2.500000e-01  1.264911e+00
