 # Fri Sep 19 16:58:37 2014
 # MMHT 2014 NLO PDF grid for central fit.
 # distance(t),tolerance(T) =    0.0000000000000000        0.0000000000000000     
 # mCharm = 1.40
 # mBottom = 4.75
 # alphaS(1GeV) = 0.45173
 # alphaS(MZ) = 0.11800
 # alphaSorder,alphaSnfmax = 1, 5
 # nExtraFlavours = 0

          xg          xd          xu          xs          xc          xb         xdv         xuv         xsv
  3.6355E+01  8.0021E-01  8.0057E-01  5.0025E-01  0.0000E+00  0.0000E+00  7.6784E-05  4.4213E-04 -7.1065E-04
  3.7916E+01  9.8540E-01  9.8580E-01  6.8791E-01  0.0000E+00  0.0000E+00  9.8371E-05  4.9892E-04 -7.2236E-04
  3.9460E+01  1.1350E+00  1.1354E+00  8.3930E-01  0.0000E+00  0.0000E+00  1.1565E-04  5.4356E-04 -7.3111E-04
  4.2224E+01  1.3558E+00  1.3562E+00  1.0625E+00  0.0000E+00  0.0000E+00  1.4041E-04  6.0650E-04 -7.4287E-04
  4.2224E+01  1.3558E+00  1.3562E+00  1.0625E+00  5.5943E-07  0.0000E+00  1.4041E-04  6.0650E-04 -7.4287E-04
  4.4915E+01  1.5622E+00  1.5627E+00  1.2709E+00  2.3227E-01  0.0000E+00  1.6258E-04  6.6166E-04 -7.5255E-04
  4.8158E+01  1.7784E+00  1.7789E+00  1.4889E+00  4.6365E-01  0.0000E+00  1.8473E-04  7.1601E-04 -7.6168E-04
  5.1600E+01  1.9809E+00  1.9815E+00  1.6929E+00  6.7882E-01  0.0000E+00  2.0443E-04  7.6385E-04 -7.6943E-04
  5.5533E+01  2.1911E+00  2.1917E+00  1.9046E+00  9.0076E-01  0.0000E+00  2.2385E-04  8.1056E-04 -7.7675E-04
  6.0460E+01  2.4334E+00  2.4340E+00  2.1483E+00  1.1551E+00  0.0000E+00  2.4501E-04  8.6101E-04 -7.8441E-04
  6.5422E+01  2.6613E+00  2.6620E+00  2.3775E+00  1.3932E+00  0.0000E+00  2.6384E-04  9.0557E-04 -7.9099E-04
  7.0884E+01  2.8988E+00  2.8994E+00  2.6161E+00  1.6402E+00  0.0000E+00  2.8243E-04  9.4923E-04 -7.9726E-04
  7.5695E+01  3.0994E+00  3.1001E+00  2.8177E+00  1.8482E+00  0.0000E+00  2.9742E-04  9.8425E-04 -8.0218E-04
  9.4722E+01  3.8417E+00  3.8424E+00  3.5628E+00  2.6137E+00  0.0000E+00  3.4811E-04  1.1014E-03 -8.1799E-04
  9.4722E+01  3.8417E+00  3.8424E+00  3.5628E+00  2.6137E+00  7.3263E-08  3.4811E-04  1.1014E-03 -8.1799E-04
  9.9285E+01  4.0195E+00  4.0203E+00  3.7413E+00  2.7963E+00  2.2171E-01  3.5928E-04  1.1270E-03 -8.2130E-04
  1.1363E+02  4.5814E+00  4.5822E+00  4.3049E+00  3.3717E+00  8.3155E-01  3.9284E-04  1.2032E-03 -8.3089E-04
  1.3103E+02  5.2330E+00  5.2338E+00  4.9583E+00  4.0369E+00  1.5340E+00  4.2886E-04  1.2843E-03 -8.4073E-04
  1.4912E+02  5.8887E+00  5.8895E+00  5.6155E+00  4.7045E+00  2.2342E+00  4.6253E-04  1.3595E-03 -8.4954E-04
  1.6974E+02  6.6170E+00  6.6179E+00  6.3453E+00  5.4444E+00  3.0060E+00  4.9745E-04  1.4369E-03 -8.5833E-04
  1.8874E+02  7.2753E+00  7.2763E+00  7.0049E+00  6.1122E+00  3.6995E+00  5.2713E-04  1.5024E-03 -8.6554E-04
  2.1421E+02  8.1447E+00  8.1457E+00  7.8758E+00  6.9927E+00  4.6102E+00  5.6400E-04  1.5831E-03 -8.7420E-04
  2.3901E+02  8.9810E+00  8.9820E+00  8.7133E+00  7.8385E+00  5.4820E+00  5.9741E-04  1.6559E-03 -8.8178E-04
  2.6369E+02  9.8061E+00  9.8071E+00  9.5395E+00  8.6721E+00  6.3388E+00  6.2869E-04  1.7237E-03 -8.8866E-04
  2.9782E+02  1.0939E+01  1.0940E+01  1.0674E+01  9.8154E+00  7.5109E+00  6.6929E-04  1.8112E-03 -8.9731E-04
  3.3282E+02  1.2094E+01  1.2095E+01  1.1830E+01  1.0980E+01  8.7020E+00  7.0839E-04  1.8950E-03 -9.0536E-04
  3.6827E+02  1.3260E+01  1.3262E+01  1.2998E+01  1.2155E+01  9.9011E+00  7.4584E-04  1.9748E-03 -9.1283E-04
  4.0632E+02  1.4510E+01  1.4512E+01  1.4249E+01  1.3414E+01  1.1183E+01  7.8407E-04  2.0559E-03 -9.2024E-04
  4.4613E+02  1.5817E+01  1.5819E+01  1.5557E+01  1.4729E+01  1.2520E+01  8.2225E-04  2.1366E-03 -9.2743E-04
  4.8630E+02  1.7137E+01  1.7138E+01  1.6878E+01  1.6057E+01  1.3868E+01  8.5913E-04  2.2142E-03 -9.3418E-04
  5.2625E+02  1.8452E+01  1.8453E+01  1.8193E+01  1.7378E+01  1.5209E+01  8.9448E-04  2.2882E-03 -9.4049E-04
  5.6868E+02  1.9851E+01  1.9852E+01  1.9593E+01  1.8784E+01  1.6634E+01  9.3068E-04  2.3638E-03 -9.4679E-04
  6.1250E+02  2.1300E+01  2.1301E+01  2.1043E+01  2.0240E+01  1.8107E+01  9.6688E-04  2.4391E-03 -9.5295E-04
  6.5616E+02  2.2747E+01  2.2749E+01  2.2492E+01  2.1694E+01  1.9578E+01  1.0019E-03  2.5117E-03 -9.5877E-04
  6.9931E+02  2.4183E+01  2.4185E+01  2.3929E+01  2.3135E+01  2.1035E+01  1.0355E-03  2.5812E-03 -9.6425E-04
  7.4464E+02  2.5697E+01  2.5698E+01  2.5443E+01  2.4655E+01  2.2571E+01  1.0699E-03  2.6522E-03 -9.6974E-04
  7.9120E+02  2.7258E+01  2.7259E+01  2.7005E+01  2.6222E+01  2.4152E+01  1.1044E-03  2.7231E-03 -9.7513E-04
  8.3732E+02  2.8811E+01  2.8812E+01  2.8559E+01  2.7780E+01  2.5724E+01  1.1379E-03  2.7916E-03 -9.8025E-04
  8.8263E+02  3.0342E+01  3.0344E+01  3.0091E+01  2.9316E+01  2.7274E+01  1.1700E-03  2.8573E-03 -9.8509E-04
  9.2996E+02  3.1949E+01  3.1951E+01  3.1699E+01  3.0928E+01  2.8899E+01  1.2030E-03  2.9245E-03 -9.8996E-04
  9.7830E+02  3.3597E+01  3.3599E+01  3.3347E+01  3.2581E+01  3.0565E+01  1.2360E-03  2.9917E-03 -9.9477E-04
  1.0260E+03  3.5231E+01  3.5233E+01  3.4982E+01  3.4220E+01  3.2216E+01  1.2680E-03  3.0567E-03 -9.9934E-04
  1.0727E+03  3.6838E+01  3.6840E+01  3.6589E+01  3.5830E+01  3.3839E+01  1.2989E-03  3.1192E-03 -1.0037E-03
  1.1213E+03  3.8516E+01  3.8518E+01  3.8268E+01  3.7513E+01  3.5532E+01  1.3305E-03  3.1832E-03 -1.0081E-03
  1.1709E+03  4.0238E+01  4.0240E+01  3.9991E+01  3.9239E+01  3.7270E+01  1.3623E-03  3.2473E-03 -1.0124E-03
  1.2195E+03  4.1933E+01  4.1935E+01  4.1686E+01  4.0938E+01  3.8979E+01  1.3931E-03  3.3093E-03 -1.0165E-03
  1.2671E+03  4.3601E+01  4.3603E+01  4.3355E+01  4.2609E+01  4.0661E+01  1.4228E-03  3.3690E-03 -1.0204E-03
  1.3164E+03  4.5337E+01  4.5338E+01  4.5091E+01  4.4349E+01  4.2411E+01  1.4533E-03  3.4302E-03 -1.0244E-03
  2.0608E+01  7.2490E-01  7.2554E-01  4.5357E-01  0.0000E+00  0.0000E+00  1.8751E-04  8.2429E-04 -8.3122E-04
  2.1495E+01  8.2953E-01  8.3022E-01  5.6049E-01  0.0000E+00  0.0000E+00  2.3002E-04  9.2393E-04 -8.4471E-04
  2.2494E+01  9.1824E-01  9.1897E-01  6.5089E-01  0.0000E+00  0.0000E+00  2.6368E-04  1.0018E-03 -8.5477E-04
  2.4443E+01  1.0555E+00  1.0563E+00  7.9039E-01  0.0000E+00  0.0000E+00  3.1146E-04  1.1110E-03 -8.6826E-04
  2.4443E+01  1.0555E+00  1.0563E+00  7.9039E-01  3.6025E-07  0.0000E+00  3.1146E-04  1.1110E-03 -8.6826E-04
  2.6487E+01  1.1898E+00  1.1906E+00  9.2646E-01  1.5163E-01  0.0000E+00  3.5367E-04  1.2060E-03 -8.7934E-04
  2.9025E+01  1.3352E+00  1.3361E+00  1.0736E+00  3.0758E-01  0.0000E+00  3.9547E-04  1.2991E-03 -8.8978E-04
  3.1759E+01  1.4751E+00  1.4760E+00  1.2149E+00  4.5622E-01  0.0000E+00  4.3242E-04  1.3808E-03 -8.9861E-04
  3.4907E+01  1.6233E+00  1.6242E+00  1.3643E+00  6.1251E-01  0.0000E+00  4.6862E-04  1.4602E-03 -9.0695E-04
  3.8868E+01  1.7970E+00  1.7980E+00  1.5394E+00  7.9458E-01  0.0000E+00  5.0784E-04  1.5457E-03 -9.1567E-04
  4.2864E+01  1.9627E+00  1.9638E+00  1.7063E+00  9.6735E-01  0.0000E+00  5.4257E-04  1.6210E-03 -9.2313E-04
  4.7261E+01  2.1371E+00  2.1382E+00  1.8818E+00  1.1484E+00  0.0000E+00  5.7670E-04  1.6945E-03 -9.3025E-04
  5.1131E+01  2.2857E+00  2.2868E+00  2.0312E+00  1.3021E+00  0.0000E+00  6.0412E-04  1.7534E-03 -9.3582E-04
  6.6372E+01  2.8414E+00  2.8426E+00  2.5896E+00  1.8739E+00  0.0000E+00  6.9619E-04  1.9494E-03 -9.5369E-04
  6.6372E+01  2.8414E+00  2.8426E+00  2.5896E+00  1.8739E+00  5.4676E-08  6.9619E-04  1.9494E-03 -9.5369E-04
  7.0021E+01  2.9755E+00  2.9768E+00  2.7243E+00  2.0114E+00  1.6554E-01  7.1633E-04  1.9919E-03 -9.5742E-04
  8.1466E+01  3.4007E+00  3.4020E+00  3.1511E+00  2.4460E+00  6.2282E-01  7.7652E-04  2.1184E-03 -9.6821E-04
  9.5235E+01  3.8956E+00  3.8970E+00  3.6476E+00  2.9503E+00  1.1519E+00  8.4076E-04  2.2525E-03 -9.7926E-04
  1.0945E+02  4.3944E+00  4.3958E+00  4.1478E+00  3.4574E+00  1.6807E+00  9.0046E-04  2.3764E-03 -9.8914E-04
  1.2552E+02  4.9485E+00  4.9500E+00  4.7034E+00  4.0197E+00  2.2643E+00  9.6203E-04  2.5035E-03 -9.9897E-04
  1.4023E+02  5.4492E+00  5.4507E+00  5.2051E+00  4.5269E+00  2.7886E+00  1.0141E-03  2.6106E-03 -1.0070E-03
  1.5981E+02  6.1093E+00  6.1109E+00  5.8666E+00  5.1948E+00  3.4767E+00  1.0786E-03  2.7424E-03 -1.0167E-03
  1.7873E+02  6.7430E+00  6.7447E+00  6.5015E+00  5.8352E+00  4.1344E+00  1.1367E-03  2.8607E-03 -1.0251E-03
  1.9745E+02  7.3668E+00  7.3685E+00  7.1263E+00  6.4649E+00  4.7796E+00  1.1909E-03  2.9707E-03 -1.0327E-03
  2.2314E+02  8.2206E+00  8.2223E+00  7.9814E+00  7.3261E+00  5.6600E+00  1.2610E-03  3.1122E-03 -1.0423E-03
  2.4929E+02  9.0883E+00  9.0901E+00  8.8503E+00  8.2006E+00  6.5519E+00  1.3281E-03  3.2473E-03 -1.0512E-03
  2.7558E+02  9.9610E+00  9.9629E+00  9.7242E+00  9.0795E+00  7.4468E+00  1.3922E-03  3.3757E-03 -1.0594E-03
  3.0361E+02  1.0893E+01  1.0895E+01  1.0657E+01  1.0017E+01  8.4002E+00  1.4574E-03  3.5057E-03 -1.0676E-03
  3.3275E+02  1.1863E+01  1.1865E+01  1.1629E+01  1.0994E+01  9.3916E+00  1.5222E-03  3.6347E-03 -1.0754E-03
  3.6195E+02  1.2839E+01  1.2842E+01  1.2606E+01  1.1975E+01  1.0387E+01  1.5846E-03  3.7584E-03 -1.0828E-03
  3.9083E+02  1.3808E+01  1.3810E+01  1.3575E+01  1.2949E+01  1.1373E+01  1.6442E-03  3.8764E-03 -1.0897E-03
  4.2132E+02  1.4835E+01  1.4837E+01  1.4603E+01  1.3981E+01  1.2418E+01  1.7050E-03  3.9964E-03 -1.0966E-03
  4.5264E+02  1.5895E+01  1.5897E+01  1.5664E+01  1.5045E+01  1.3494E+01  1.7657E-03  4.1157E-03 -1.1033E-03
  4.8366E+02  1.6949E+01  1.6952E+01  1.6719E+01  1.6104E+01  1.4565E+01  1.8241E-03  4.2304E-03 -1.1096E-03
  5.1417E+02  1.7992E+01  1.7994E+01  1.7762E+01  1.7151E+01  1.5621E+01  1.8801E-03  4.3401E-03 -1.1156E-03
  5.4606E+02  1.9087E+01  1.9089E+01  1.8858E+01  1.8250E+01  1.6731E+01  1.9374E-03  4.4519E-03 -1.1215E-03
  5.7866E+02  2.0212E+01  2.0214E+01  1.9984E+01  1.9379E+01  1.7870E+01  1.9945E-03  4.5634E-03 -1.1274E-03
  6.1078E+02  2.1327E+01  2.1330E+01  2.1100E+01  2.0498E+01  1.8999E+01  2.0498E-03  4.6708E-03 -1.1329E-03
  6.4220E+02  2.2424E+01  2.2426E+01  2.2197E+01  2.1598E+01  2.0108E+01  2.1028E-03  4.7738E-03 -1.1381E-03
  6.7489E+02  2.3570E+01  2.3573E+01  2.3344E+01  2.2748E+01  2.1267E+01  2.1570E-03  4.8789E-03 -1.1433E-03
  7.0812E+02  2.4743E+01  2.4745E+01  2.4517E+01  2.3924E+01  2.2451E+01  2.2112E-03  4.9839E-03 -1.1485E-03
  7.4078E+02  2.5901E+01  2.5904E+01  2.5677E+01  2.5086E+01  2.3621E+01  2.2637E-03  5.0852E-03 -1.1534E-03
  7.7261E+02  2.7037E+01  2.7039E+01  2.6813E+01  2.6224E+01  2.4768E+01  2.3141E-03  5.1825E-03 -1.1580E-03
  8.0560E+02  2.8219E+01  2.8222E+01  2.7996E+01  2.7410E+01  2.5961E+01  2.3657E-03  5.2818E-03 -1.1627E-03
  8.3914E+02  2.9429E+01  2.9432E+01  2.9206E+01  2.8622E+01  2.7181E+01  2.4174E-03  5.3814E-03 -1.1673E-03
  8.7191E+02  3.0616E+01  3.0619E+01  3.0394E+01  2.9813E+01  2.8379E+01  2.4674E-03  5.4774E-03 -1.1717E-03
  9.0386E+02  3.1781E+01  3.1784E+01  3.1559E+01  3.0980E+01  2.9553E+01  2.5156E-03  5.5699E-03 -1.1759E-03
  9.3688E+02  3.2991E+01  3.2994E+01  3.2769E+01  3.2192E+01  3.0772E+01  2.5649E-03  5.6644E-03 -1.1801E-03
  1.5206E+01  6.8389E-01  6.8469E-01  4.2820E-01  0.0000E+00  0.0000E+00  2.3872E-04  1.0429E-03 -9.0847E-04
  1.5940E+01  7.6370E-01  7.6457E-01  5.1021E-01  0.0000E+00  0.0000E+00  2.9363E-04  1.1694E-03 -9.2313E-04
  1.6810E+01  8.3357E-01  8.3450E-01  5.8170E-01  0.0000E+00  0.0000E+00  3.3708E-04  1.2682E-03 -9.3406E-04
  1.8551E+01  9.4470E-01  9.4570E-01  6.9497E-01  0.0000E+00  0.0000E+00  3.9871E-04  1.4066E-03 -9.4870E-04
  1.8551E+01  9.4470E-01  9.4570E-01  6.9497E-01  2.9676E-07  0.0000E+00  3.9871E-04  1.4066E-03 -9.4870E-04
  2.0416E+01  1.0559E+00  1.0570E+00  8.0794E-01  1.2574E-01  0.0000E+00  4.5308E-04  1.5268E-03 -9.6071E-04
  2.2738E+01  1.1783E+00  1.1794E+00  9.3192E-01  2.5697E-01  0.0000E+00  5.0689E-04  1.6446E-03 -9.7201E-04
  2.5234E+01  1.2973E+00  1.2985E+00  1.0522E+00  3.8333E-01  0.0000E+00  5.5441E-04  1.7478E-03 -9.8157E-04
  2.8102E+01  1.4243E+00  1.4255E+00  1.1805E+00  5.1716E-01  0.0000E+00  6.0095E-04  1.8481E-03 -9.9059E-04
  3.1698E+01  1.5740E+00  1.5753E+00  1.3315E+00  6.7397E-01  0.0000E+00  6.5134E-04  1.9560E-03 -1.0000E-03
  3.5312E+01  1.7174E+00  1.7188E+00  1.4761E+00  8.2336E-01  0.0000E+00  6.9595E-04  2.0510E-03 -1.0081E-03
  3.9277E+01  1.8689E+00  1.8702E+00  1.6285E+00  9.8039E-01  0.0000E+00  7.3974E-04  2.1437E-03 -1.0157E-03
  4.2755E+01  1.9980E+00  1.9994E+00  1.7585E+00  1.1139E+00  0.0000E+00  7.7493E-04  2.2179E-03 -1.0218E-03
  5.6372E+01  2.4822E+00  2.4837E+00  2.2453E+00  1.6118E+00  0.0000E+00  8.9296E-04  2.4648E-03 -1.0410E-03
  5.6372E+01  2.4822E+00  2.4837E+00  2.2453E+00  1.6118E+00  4.7493E-08  8.9296E-04  2.4648E-03 -1.0410E-03
  5.9617E+01  2.5992E+00  2.6007E+00  2.3628E+00  1.7315E+00  1.4380E-01  9.1875E-04  2.5183E-03 -1.0450E-03
  6.9765E+01  2.9699E+00  2.9715E+00  2.7350E+00  2.1102E+00  5.4113E-01  9.9578E-04  2.6773E-03 -1.0566E-03
  8.1901E+01  3.4010E+00  3.4027E+00  3.1676E+00  2.5493E+00  1.0008E+00  1.0779E-03  2.8458E-03 -1.0685E-03
  9.4360E+01  3.8349E+00  3.8367E+00  3.6029E+00  2.9903E+00  1.4597E+00  1.1542E-03  3.0013E-03 -1.0791E-03
  1.0838E+02  4.3162E+00  4.3180E+00  4.0855E+00  3.4785E+00  1.9655E+00  1.2328E-03  3.1608E-03 -1.0896E-03
  1.2114E+02  4.7502E+00  4.7521E+00  4.5206E+00  3.9181E+00  2.4193E+00  1.2993E-03  3.2950E-03 -1.0982E-03
  1.3806E+02  5.3213E+00  5.3233E+00  5.0930E+00  4.4958E+00  3.0137E+00  1.3815E-03  3.4601E-03 -1.1085E-03
  1.5434E+02  5.8683E+00  5.8704E+00  5.6411E+00  5.0485E+00  3.5807E+00  1.4555E-03  3.6083E-03 -1.1175E-03
  1.7038E+02  6.4055E+00  6.4077E+00  6.1794E+00  5.5908E+00  4.1359E+00  1.5246E-03  3.7458E-03 -1.1256E-03
  1.9231E+02  7.1392E+00  7.1414E+00  6.9143E+00  6.3308E+00  4.8918E+00  1.6137E-03  3.9228E-03 -1.1358E-03
  2.1453E+02  7.8827E+00  7.8850E+00  7.6590E+00  7.0801E+00  5.6557E+00  1.6991E-03  4.0916E-03 -1.1453E-03
  2.3678E+02  8.6287E+00  8.6311E+00  8.4060E+00  7.8313E+00  6.4202E+00  1.7805E-03  4.2519E-03 -1.1541E-03
  2.6042E+02  9.4231E+00  9.4255E+00  9.2015E+00  8.6309E+00  7.2327E+00  1.8632E-03  4.4142E-03 -1.1627E-03
  2.8491E+02  1.0249E+01  1.0251E+01  1.0028E+01  9.4614E+00  8.0756E+00  1.9455E-03  4.5751E-03 -1.1711E-03
  3.0936E+02  1.1077E+01  1.1079E+01  1.0857E+01  1.0294E+01  8.9198E+00  2.0246E-03  4.7293E-03 -1.1789E-03
  3.3347E+02  1.1897E+01  1.1899E+01  1.1678E+01  1.1118E+01  9.7547E+00  2.1001E-03  4.8762E-03 -1.1862E-03
  3.5885E+02  1.2764E+01  1.2767E+01  1.2546E+01  1.1990E+01  1.0637E+01  2.1771E-03  5.0256E-03 -1.1935E-03
  3.8484E+02  1.3657E+01  1.3660E+01  1.3440E+01  1.2887E+01  1.1544E+01  2.2539E-03  5.1741E-03 -1.2005E-03
  4.1052E+02  1.4544E+01  1.4547E+01  1.4328E+01  1.3778E+01  1.2444E+01  2.3278E-03  5.3167E-03 -1.2072E-03
  4.3570E+02  1.5419E+01  1.5422E+01  1.5204E+01  1.4656E+01  1.3331E+01  2.3986E-03  5.4531E-03 -1.2135E-03
  4.6197E+02  1.6337E+01  1.6340E+01  1.6122E+01  1.5577E+01  1.4261E+01  2.4709E-03  5.5920E-03 -1.2197E-03
