0.1570    20.0    0.439   0.20    0.09    6.2719  0.3126  0.1051
0.1570    20.0    0.439   0.20    0.11    6.2175  0.3135  0.1047
0.1570    20.0    0.439   0.20    0.13    5.0537  0.2711  0.1070
0.1570    20.0    0.439   0.20    0.16    4.8854  0.2244  0.1067
0.1570    20.0    0.439   0.20    0.18    4.1757  0.2275  0.1101
0.1570    20.0    0.439   0.20    0.21    4.0316  0.1921  0.1103
0.1570    20.0    0.439   0.20    0.25    3.2015  0.1547  0.1122
0.1570    20.0    0.439   0.20    0.29    2.6976  0.1663  0.1183
0.1570    20.0    0.439   0.20    0.32    2.2901  0.1188  0.1177
0.1570    20.0    0.439   0.20    0.38    2.0620  0.1158  0.1213
0.1570    20.0    0.439   0.20    0.43    1.5304  0.0907  0.1255
0.1570    20.0    0.439   0.20    0.49    1.1934  0.0750  0.1304
0.1570    20.0    0.439   0.20    0.56    0.8669  0.0599  0.1340
0.1570    20.0    0.439   0.20    0.64    0.6784  0.0496  0.1398
0.1570    20.0    0.439   0.20    0.72    0.5527  0.0461  0.1473
0.1570    20.0    0.439   0.20    0.81    0.4254  0.0353  0.1529
0.1570    20.0    0.439   0.20    0.94    0.2882  0.0257  0.1618
0.1570    20.0    0.439   0.20    1.06    0.2032  0.0223  0.1753
0.1570    20.0    0.439   0.20    1.18    0.1256  0.0170  0.1960
0.1570    20.0    0.439   0.20    1.31    0.1029  0.0140  0.1988
0.1570    20.0    0.439   0.20    1.45    0.0603  0.0113  0.2360
0.1570    20.0    0.439   0.20    1.60    0.0665  0.0109  0.2252
0.1570    20.0    0.439   0.20    1.77    0.0368  0.0064  0.2385
0.1570    20.0    0.439   0.20    1.95    0.0353  0.0070  0.2579
0.1570    20.0    0.439   0.20    2.20    0.0221  0.0051  0.3161
0.1570    20.0    0.439   0.20    2.50    0.0098  0.0028  0.3221
