1.000000e-01  8.814398e-04
1.299299e-01  1.147756e-03
1.598599e-01  1.408414e-03
1.897898e-01  1.668844e-03
2.197197e-01  1.932449e-03
2.496496e-01  2.194834e-03
2.795796e-01  2.452725e-03
3.095095e-01  2.709042e-03
3.394394e-01  2.967311e-03
3.693694e-01  3.224813e-03
3.992993e-01  3.479958e-03
4.292292e-01  3.732752e-03
4.591592e-01  3.983224e-03
4.890891e-01  4.231346e-03
5.190190e-01  4.479597e-03
5.489489e-01  4.727288e-03
5.788789e-01  4.971382e-03
6.088088e-01  5.212990e-03
6.387387e-01  5.452591e-03
6.686687e-01  5.689742e-03
6.985986e-01  5.924503e-03
7.285285e-01  6.157124e-03
7.584585e-01  6.388728e-03
7.883884e-01  6.616488e-03
8.183183e-01  6.841833e-03
8.482482e-01  7.064723e-03
8.781782e-01  7.284960e-03
9.081081e-01  7.502640e-03
9.380380e-01  7.717508e-03
9.679680e-01  7.929295e-03
9.978979e-01  8.138949e-03
1.027828e+00  8.345626e-03
1.057758e+00  8.549295e-03
1.087688e+00  8.750158e-03
1.117618e+00  8.948282e-03
1.147548e+00  9.143238e-03
1.177477e+00  9.335550e-03
1.207407e+00  9.525069e-03
1.237337e+00  9.711890e-03
1.267267e+00  9.895864e-03
1.297197e+00  1.007613e-02
1.327127e+00  1.025361e-02
1.357057e+00  1.042847e-02
1.386987e+00  1.060045e-02
1.416917e+00  1.076932e-02
1.446847e+00  1.093530e-02
1.476777e+00  1.109849e-02
1.506707e+00  1.125924e-02
1.536637e+00  1.141731e-02
1.566567e+00  1.157275e-02
1.596496e+00  1.172459e-02
1.626426e+00  1.187279e-02
1.656356e+00  1.201811e-02
1.686286e+00  1.216109e-02
1.716216e+00  1.230183e-02
1.746146e+00  1.243976e-02
1.776076e+00  1.257666e-02
1.806006e+00  1.270976e-02
1.835936e+00  1.284036e-02
1.865866e+00  1.296801e-02
1.895796e+00  1.309317e-02
1.925726e+00  1.321571e-02
1.955656e+00  1.333496e-02
1.985586e+00  1.345153e-02
2.015516e+00  1.356553e-02
2.045445e+00  1.367703e-02
2.075375e+00  1.378617e-02
2.105305e+00  1.389371e-02
2.135235e+00  1.399877e-02
2.165165e+00  1.410172e-02
2.195095e+00  1.420227e-02
2.225025e+00  1.430038e-02
2.254955e+00  1.439629e-02
2.284885e+00  1.449008e-02
2.314815e+00  1.458116e-02
